Opportunity ID,Business Account,Status,Stage,Estimated amount,Amount received,Difference,Class ID,Class,Programme financé
6387,C00037,New,Won,9000.0,0.0,-9000.0,PPRIV EVNT,Private partnership - Event,
6386,C01254,New,Won,9000.0,0.0,-9000.0,PPRIV EVNT,Private partnership - Event,
6365,C18115,Won,Won,150.0,0.0,-150.0,CAMP TER,Campus - Field,
6346,C00510,New,Won,1047.81,0.0,-1047.81,PPRIV MEC,Private partnership - Patronage,Sport
6338,C00366,Won,Won,756.0,0.0,-756.0,CAMP SAL,Campus - Room,
6329,C00340,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
6294,C11880,New,Won,3666.6,0.0,-3666.6,PPRIV MEC,Private partnership - Patronage,Non fléché
6291,C00621,New,Won,200000.0,0.0,-200000.0,PPRIV MEC,Private partnership - Patronage,Non fléché
6287,C00833,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
6286,C00290,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
6281,C04952,Won,Won,455.0,0.0,-455.0,CAMP SAL,Campus - Room,
6243,C00590,New,Won,6000.0,0.0,-6000.0,PPRIV EVNT,Private partnership - Event,
6242,C00675,New,Won,4500.0,0.0,-4500.0,PPRIV EVNT,Private partnership - Event,
6236,C00004,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
6235,C14732,New,Won,1200.0,0.0,-1200.0,PPRIV EVNT,Private partnership - Event,
6234,C00625,New,Won,1200.0,0.0,-1200.0,PPRIV EVNT,Private partnership - Event,
6233,C00065,New,Won,4500.0,0.0,-4500.0,PPRIV EVNT,Private partnership - Event,
6232,C01535,New,Won,3600.0,0.0,-3600.0,PPRIV EVNT,Private partnership - Event,
6231,C06758,New,Won,6000.0,0.0,-6000.0,PPRIV EVNT,Private partnership - Event,
6229,C14779,New,Won,112.5,0.0,-112.5,PPRIV MEC,Private partnership - Patronage,Non fléché
6228,C00237,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
6227,C00627,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
6226,C00578,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
6222,C00315,New,Won,16000.0,0.0,-16000.0,PPRIV EVNT,Private partnership - Event,
6217,C00633,New,Won,9000.0,0.0,-9000.0,PPRIV EVNT,Private partnership - Event,
6215,C11323,New,Won,9000.0,0.0,-9000.0,PPRIV EVNT,Private partnership - Event,
6213,C07987,New,Won,9000.0,0.0,-9000.0,PPRIV EVNT,Private partnership - Event,
6195,C01194,New,Won,8460.0,0.0,-8460.0,PPUB,Public partnership,Entrepreneurs dans la Ville
6182,C00985,New,Won,9000.0,0.0,-9000.0,PPRIV EVNT,Private partnership - Event,
6176,C14772,New,Won,9000.0,0.0,-9000.0,PPRIV EVNT,Private partnership - Event,
6175,C00875,New,Won,9000.0,0.0,-9000.0,PPRIV EVNT,Private partnership - Event,
6174,C00094,Won,Won,9000.0,9000.0,0.0,PPRIV EVNT,Private partnership - Event,
6161,C03977,Won,Won,2024.7,0.0,-2024.7,CAMP SAL,Campus - Room,
6160,C03977,Won,Won,4203.0,0.0,-4203.0,CAMP SAL,Campus - Room,
6158,C00366,New,Won,0.0,0.0,0.0,PPRIV EVNT,Private partnership - Event,
6126,C21171,Won,Won,7620.0,7620.0,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché
6074,C01439,New,Won,600000.0,0.0,-600000.0,PPUB,Public partnership,Non fléché
6017,C16722,Won,Won,340.0,0.0,-340.0,CAMP EVT,Campus - Event,
6003,C00243,New,Won,2000.0,0.0,-2000.0,PPRIV EVNT,Private partnership - Event,
5990,C00392,New,Won,28399.0,0.0,-28399.0,PPRIV DONN,Private partnership - Donation in kind,Non fléché
5970,C01326,New,Won,130000.0,0.0,-130000.0,PPUB,Public partnership,Sport
5957,C00206,Won,Won,30000.0,30000.0,0.0,PPRIV MEC,Private partnership - Patronage,Job dans la Ville
5956,C14102,New,Won,320.0,0.0,-320.0,CAMP EVT,Campus - Event,
5948,C00941,Won,Won,30000.0,0.0,-30000.0,PPRIV MEC,Private partnership - Patronage,Séjours et Camps
5937,C11102,Won,Won,2222.8,0.0,-2222.8,CAMP EVT,Campus - Event,
5936,C00011,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
5935,C20888,Won,Won,320.0,320.0,0.0,CAMP EVT,Campus - Event,
5933,C20850,Won,Won,320.0,320.0,0.0,CAMP EVT,Campus - Event,
5932,C14834,Won,Won,320.0,320.0,0.0,CAMP EVT,Campus - Event,
5931,C20758,Won,Won,320.0,320.0,0.0,CAMP EVT,Campus - Event,
5926,C14101,New,Won,320.0,0.0,-320.0,CAMP EVT,Campus - Event,
5925,C00047,New,Won,6000.0,2000.0,-4000.0,PPRIV MEC,Private partnership - Patronage,Job dans la Ville
5924,C20732,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
5923,C01406,Won,Won,5217.0,5217.0,0.0,PPUB,Public partnership,Séjours et Camps
5921,C20252,Won,Won,13796.72,0.0,-13796.72,CAMP EVT,Campus - Event,
5920,C20731,Won,Won,320.0,320.0,0.0,PPRIV EVNT,Private partnership - Event,
5919,C03982,Won,Won,201.6,0.0,-201.6,CAMP SAL,Campus - Room,
5915,C00665,Won,Won,10000.0,10000.0,0.0,PPRIV EVNT,Private partnership - Event,
5907,C12508,Won,Won,415.8,415.8,0.0,CAMP SAL,Campus - Room,
5906,C20706,New,Won,5000.0,0.0,-5000.0,PPRIV MEC,Private partnership - Patronage,Sport
5905,C20704,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
5889,C10921,Won,Won,428.4,0.0,-428.4,CAMP SAL,Campus - Room,
5888,C01386,New,Won,15000.0,12000.0,-3000.0,PPUB,Public partnership,Sport
5887,C01386,New,Won,15000.0,12000.0,-3000.0,PPUB,Public partnership,Sport
5886,C20548,Won,Won,5000.0,5000.0,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5885,C00292,Open,Won,5000.0,0.0,-5000.0,PPRIV MEC,Private partnership - Patronage,Réussite dans la Ville
5884,C04437,Won,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
5883,C03982,Won,Won,201.6,0.0,-201.6,CAMP SAL,Campus - Room,
5881,C20255,Won,Won,39759.0,39759.0,0.0,PPRIV MEC,Private partnership - Patronage,L dans la Ville
5876,C00308,Won,Won,50000.0,50000.0,0.0,PPRIV MEC,Private partnership - Patronage,L dans la Ville
5873,C13427,Won,Won,17500.0,17500.0,0.0,PPRIV MEC,Private partnership - Patronage,Entrepreneurs dans la Ville
5872,C01193,Won,Won,4000.0,4000.0,0.0,PPUB,Public partnership,Job dans la Ville
5871,C01263,Won,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
5870,C00130,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
5869,C00359,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
5868,C08537,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
5867,C00208,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
5866,C18261,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
5865,C17783,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
5863,C20166,New,Won,25000.0,12500.0,-12500.0,PPRIV MEC,Private partnership - Patronage,Entrepreneurs dans la Ville
5862,C20166,New,Won,25000.0,12500.0,-12500.0,PPRIV MEC,Private partnership - Patronage,Job dans la Ville
5861,C00304,Won,Won,10000.0,10000.0,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5860,C00463,Won,Won,1800.0,1800.0,0.0,PPRIV MEC,Private partnership - Patronage,Entrepreneurs dans la Ville
5859,C00463,Won,Won,1500.0,1500.0,0.0,PPRIV MEC,Private partnership - Patronage,Entrepreneurs dans la Ville
5853,C14831,Won,Won,320.0,320.0,0.0,CAMP EVT,Campus - Event,
5852,C20150,Won,Won,320.0,320.0,0.0,CAMP EVT,Campus - Event,
5851,C01326,Open,Won,10000.0,0.0,-10000.0,PPUB,Public partnership,
5850,C20149,Won,Won,320.0,320.0,0.0,CAMP EVT,Campus - Event,
5849,C20148,Won,Won,5000.0,5000.0,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5848,C11323,Won,Won,10000.0,10000.0,0.0,PPRIV MEC,Private partnership - Patronage,Sport
5847,C10993,New,Won,47480.0,23740.0,-23740.0,PPRIV MEC,Private partnership - Patronage,Entrepreneurs dans la Ville
5845,C14102,Won,Won,608.0,608.0,0.0,CAMP EVT,Campus - Event,
5839,C01488,New,Won,50000.0,0.0,-50000.0,PPRIV MEC,Private partnership - Patronage,Job dans la Ville
5837,C00682,Won,Won,5000.0,5000.0,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5829,C01196,Won,Won,54531.0,54531.0,0.0,PPUB,Public partnership,Séjours et Camps
5827,C11880,Won,Won,6062.48,6062.48,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5826,C11880,Won,Won,1627.75,1627.75,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5824,C01401,Won,Won,20000.0,20000.0,0.0,PPUB,Public partnership,Séjours et Camps
5822,C00397,Won,Won,131382.0,39414.6,-91967.4,PPRIV EVNT,Private partnership - Event,
5821,C00296,New,Won,950000.0,900000.0,-50000.0,PPRIV MEC,Private partnership - Patronage,Sport
5820,C19917,Won,Won,675.0,675.0,0.0,CAMP TER,Campus - Field,
5818,C17005,Won,Won,240.0,240.0,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5817,C01066,Won,Won,629.0,0.0,-629.0,CAMP TER,Campus - Field,
5814,C10987,Won,Won,1620.0,0.0,-1620.0,CAMP EVT,Campus - Event,
5812,C00366,Won,Won,655.8,0.0,-655.8,CAMP SAL,Campus - Room,
5811,C19727,Won,Won,175.0,175.0,0.0,CAMP TER,Campus - Field,
5805,C00680,Won,Won,12500.0,12500.0,0.0,PPRIV EVNT,Private partnership - Event,
5804,C00566,Won,Won,15000.0,15000.0,0.0,PPRIV EVNT,Private partnership - Event,
5800,C03587,Won,Won,20000.0,20000.0,0.0,PPRIV MEC,Private partnership - Patronage,Entrepreneurs dans la Ville
5798,C13119,Won,Won,900.0,0.0,-900.0,CAMP TER,Campus - Field,
5797,C19588,Won,Won,44750.0,44750.0,0.0,PPRIV MEC,Private partnership - Patronage,Job dans la Ville
5796,C00788,New,Won,30000.0,0.0,-30000.0,PPRIV EVNT,Private partnership - Event,
5795,C01112,New,Won,3000.0,0.0,-3000.0,PPRIV MEC,Private partnership - Patronage,Job dans la Ville
5794,C00013,Won,Won,30000.0,30000.0,0.0,PPRIV EVNT,Private partnership - Event,
5791,C01404,Won,Won,1900.0,1900.0,0.0,PPUB,Public partnership,Sport
5788,C01237,Won,Won,2240.0,0.0,-2240.0,CAMP EVT,Campus - Event,
5785,C19431,Won,Won,17982.0,17982.0,0.0,PPUB,Public partnership,Séjours et Camps
5783,C00296,Won,Won,15000.0,15000.0,0.0,PPRIV EVNT,Private partnership - Event,
5779,C10993,New,Won,37984.0,18992.0,-18992.0,PPRIV MEC,Private partnership - Patronage,Job dans la Ville
5778,C01764,Won,Won,4000.0,4000.0,0.0,PPRIV MEC,Private partnership - Patronage,Job dans la Ville
5777,C14783,Won,Won,193.75,193.75,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5776,C00078,New,Won,30000.0,0.0,-30000.0,PPRIV EVNT,Private partnership - Event,
5775,C00078,New,Won,30000.0,0.0,-30000.0,PPRIV EVNT,Private partnership - Event,
5774,C00078,New,Won,30000.0,0.0,-30000.0,PPRIV EVNT,Private partnership - Event,
5772,C01605,New,Won,40000.0,0.0,-40000.0,PPRIV MEC,Private partnership - Patronage,Entrepreneurs dans la Ville
5769,C00078,New,Won,35000.0,7000.0,-28000.0,PPRIV EVNT,Private partnership - Event,
5768,C00078,New,Won,35000.0,7000.0,-28000.0,PPRIV EVNT,Private partnership - Event,
5767,C00078,New,Won,30000.0,0.0,-30000.0,PPRIV EVNT,Private partnership - Event,
5765,C01670,New,Won,600000.0,0.0,-600000.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5764,C00023,New,Won,40000.0,20000.0,-20000.0,PPRIV MEC,Private partnership - Patronage,Sport
5763,C14783,Won,Won,747.36,747.36,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5761,C19217,Won,Won,2000.0,2000.0,0.0,PPRIV EVNT,Private partnership - Event,
5760,C00088,Won,Won,15000.0,15000.0,0.0,PPRIV EVNT,Private partnership - Event,
5759,C19396,New,Won,45000.0,0.0,-45000.0,PPRIV MEC,Private partnership - Patronage,Job dans la Ville
5756,C19395,Won,Won,20000.0,20000.0,0.0,PPRIV MEC,Private partnership - Patronage,Sport
5755,C09360,Won,Won,25000.0,25000.0,0.0,PPRIV EVNT,Private partnership - Event,
5754,C15859,Won,Won,15000.0,15000.0,0.0,PPRIV EVNT,Private partnership - Event,
5751,C19382,Won,Won,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,
5750,C00721,Won,Won,15000.0,15000.0,0.0,PPRIV EVNT,Private partnership - Event,
5749,C00702,New,Won,20000.0,0.0,-20000.0,PPRIV MEC,Private partnership - Patronage,Réussite dans la Ville
5748,C19266,Won,Won,620.66,620.66,0.0,PPRIV TA,Private partnership - Apprenticeship tax,Job dans la Ville
5747,C19266,Won,Won,438.49,438.49,0.0,PPRIV TA,Private partnership - Apprenticeship tax,Job dans la Ville
5744,C01403,Won,Won,9000.0,9000.0,0.0,PPUB,Public partnership,"Sport, Job dans la Ville"
5739,C01535,New,Won,1500.0,0.0,-1500.0,PPRIV MEC,Private partnership - Patronage,Sport
5738,C01502,New,Won,5000.0,0.0,-5000.0,PPUB,Public partnership,Non fléché
5737,C06534,Won,Won,2500.0,2500.0,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5736,C00226,Won,Won,6000.0,6000.0,0.0,PPRIV EVNT,Private partnership - Event,
5735,C18479,Won,Won,12000.0,12000.0,0.0,PPRIV MEC,Private partnership - Patronage,"L dans la Ville, Séjours et Camps"
5734,C01178,Won,Won,7500.0,7500.0,0.0,PPRIV MEC,Private partnership - Patronage,Sport
5733,C00788,New,Won,45000.0,0.0,-45000.0,PPRIV EVNT,Private partnership - Event,
5732,C11683,New,Won,15000.0,0.0,-15000.0,PPRIV EVNT,Private partnership - Event,
5731,C11351,New,Won,4500.0,0.0,-4500.0,PPRIV EVNT,Private partnership - Event,
5730,C19136,Won,Won,188694.98,188694.98,0.0,PPRIV MEC,Private partnership - Patronage,Sport
5726,C01326,New,Won,10000.0,0.0,-10000.0,PPUB,Public partnership,Sport
5725,C01129,Won,Won,6000.0,6000.0,0.0,PPRIV EVNT,Private partnership - Event,
5715,C01598,Won,Won,2000.0,2000.0,0.0,PPUB,Public partnership,Non fléché
5714,C00670,Won,Won,560.0,0.0,-560.0,CAMP TER,Campus - Field,
5713,C01215,Won,Won,4000.0,4000.0,0.0,PPRIV EVNT,Private partnership - Event,
5709,C00204,Won,Won,2250.0,2250.0,0.0,CAMP EVT,Campus - Event,
5707,C04437,Won,Won,5000.0,5000.0,0.0,PPRIV MEC,Private partnership - Patronage,Entrepreneurs dans la Ville
5706,C12185,New,Won,6000.0,0.0,-6000.0,PPRIV EVNT,Private partnership - Event,
5705,C00128,New,Won,6000.0,0.0,-6000.0,PPRIV EVNT,Private partnership - Event,
5702,C00041,Won,Won,15000.0,15000.0,0.0,PPRIV EVNT,Private partnership - Event,
5701,C01670,Won,Won,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,
5700,C00086,Won,Won,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,
5699,C00013,Won,Won,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,
5698,C00128,New,Won,7000.0,0.0,-7000.0,PPRIV EVNT,Private partnership - Event,
5697,C00106,New,Won,14000.0,0.0,-14000.0,PPRIV EVNT,Private partnership - Event,
5696,C00104,New,Won,7000.0,0.0,-7000.0,PPRIV EVNT,Private partnership - Event,
5695,C00078,New,Won,35000.0,7000.0,-28000.0,PPRIV EVNT,Private partnership - Event,
5694,C00788,New,Won,42000.0,0.0,-42000.0,PPRIV EVNT,Private partnership - Event,
5692,C18938,Won,Won,1000.0,1000.0,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5691,C00721,Open,Won,30000.0,0.0,-30000.0,PPRIV MEC,Private partnership - Patronage,L dans la Ville
5687,C09362,Won,Won,15000.0,15000.0,0.0,PPRIV EVNT,Private partnership - Event,
5686,C00682,New,Won,15000.0,0.0,-15000.0,PPRIV EVNT,Private partnership - Event,
5685,C01883,New,Won,15000.0,0.0,-15000.0,PPRIV EVNT,Private partnership - Event,
5684,C17782,Won,Won,15000.0,15000.0,0.0,PPRIV EVNT,Private partnership - Event,
5683,C00510,Won,Won,15000.0,15000.0,0.0,PPRIV EVNT,Private partnership - Event,
5682,C00208,Won,Won,15000.0,15000.0,0.0,PPRIV EVNT,Private partnership - Event,
5681,C00094,Won,Won,15000.0,15000.0,0.0,PPRIV EVNT,Private partnership - Event,
5680,C18936,New,Won,5000.0,0.0,-5000.0,PPRIV EVNT,Private partnership - Event,
5679,C18935,New,Won,5000.0,0.0,-5000.0,PPRIV EVNT,Private partnership - Event,
5676,C10466,New,Won,40000.0,0.0,-40000.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5674,C00226,New,Won,5000.0,0.0,-5000.0,PPRIV EVNT,Private partnership - Event,
5673,C03329,New,Won,5000.0,0.0,-5000.0,PPRIV EVNT,Private partnership - Event,
5672,C01138,New,Won,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,
5671,C03038,Won,Won,5462.6,0.0,-5462.6,CAMP TER,Campus - Field,
5670,C13739,New,Won,12000.0,0.0,-12000.0,PPRIV EVNT,Private partnership - Event,
5668,C18928,Won,Won,6000.0,6000.0,0.0,PPRIV EVNT,Private partnership - Event,
5665,C18927,Won,Won,415.8,415.8,0.0,CAMP SAL,Campus - Room,
5663,C00682,New,Won,8620.0,0.0,-8620.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5659,C09342,Won,Won,415.8,0.0,-415.8,CAMP SAL,Campus - Room,
5658,C01421,Won,Won,300.0,0.0,-300.0,CAMP TER,Campus - Field,
5657,C18748,Won,Won,3000.0,3000.0,0.0,PPRIV MEC,Private partnership - Patronage,Sport
5656,C03982,Won,Won,201.6,201.6,0.0,CAMP SAL,Campus - Room,
5654,C00510,New,Won,0.0,0.0,0.0,PPRIV MEC,Private partnership - Patronage,Sport
5652,C18720,Won,Won,253.2,0.0,-253.2,CAMP EVT,Campus - Event,
5650,C01470,New,Won,10000.0,0.0,-10000.0,PPRIV TA,Private partnership - Apprenticeship tax,Job dans la Ville
5649,C00075,New,Won,4000.0,0.0,-4000.0,PPRIV TA,Private partnership - Apprenticeship tax,Job dans la Ville
5648,C01100,Won,Won,2000.0,2000.0,0.0,PPRIV EVNT,Private partnership - Event,
5647,C18632,Won,Won,6000.0,6000.0,0.0,PPRIV EVNT,Private partnership - Event,
5642,C01323,Won,Won,1060.2,1060.2,0.0,CAMP SAL,Campus - Room,
5640,C00476,New,Won,7000.0,0.0,-7000.0,PPRIV EVNT,Private partnership - Event,
5639,C01254,New,Won,7000.0,0.0,-7000.0,PPRIV EVNT,Private partnership - Event,
5638,C00838,New,Won,7000.0,0.0,-7000.0,PPRIV EVNT,Private partnership - Event,
5637,C00838,New,Won,7000.0,0.0,-7000.0,PPRIV EVNT,Private partnership - Event,
5636,C00838,New,Won,7000.0,0.0,-7000.0,PPRIV EVNT,Private partnership - Event,
5633,C06389,Won,Won,6000.0,6000.0,0.0,PPRIV EVNT,Private partnership - Event,
5632,C06758,New,Won,6000.0,0.0,-6000.0,PPRIV EVNT,Private partnership - Event,
5630,C01137,Won,Won,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,
5629,C18613,Won,Won,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,
5628,C00591,New,Won,6000.0,0.0,-6000.0,PPRIV EVNT,Private partnership - Event,
5627,C00418,Won,Won,3180.0,3180.0,0.0,CAMP EVT,Campus - Event,
5626,C18612,New,Won,7000.0,0.0,-7000.0,PPRIV EVNT,Private partnership - Event,
5622,C00274,Won,Won,6000.0,6000.0,0.0,PPRIV EVNT,Private partnership - Event,
5621,C15671,Won,Won,9150.0,9150.0,0.0,PPUB,Public partnership,Job dans la Ville
5620,C01162,New,Won,6000.0,0.0,-6000.0,PPRIV EVNT,Private partnership - Event,
5617,C10528,Won,Won,3000.0,3000.0,0.0,PPRIV MEC,Private partnership - Patronage,Séjours et Camps
5616,C03118,Won,Won,1663.2,0.0,-1663.2,CAMP SAL,Campus - Room,
5613,C01115,Won,Won,6000.0,6000.0,0.0,PPRIV EVNT,Private partnership - Event,
5612,C18467,New,Won,272.18,0.0,-272.18,PPRIV MEC,Private partnership - Patronage,Non fléché
5609,C01886,Won,Won,6966.8,6966.8,0.0,CAMP EVT,Campus - Event,
5608,C01472,Won,Won,3730.0,3730.0,0.0,PPRIV MEC,Private partnership - Patronage,Entrepreneurs dans la Ville
5603,C00301,Won,Won,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,
5602,C00185,Won,Won,6000.0,6000.0,0.0,PPRIV EVNT,Private partnership - Event,
5601,C00226,New,Won,5000.0,0.0,-5000.0,PPRIV EVNT,Private partnership - Event,
5600,C01131,New,Won,15000.0,0.0,-15000.0,PPRIV EVNT,Private partnership - Event,
5599,C07722,Won,Won,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,
5598,C01134,Won,Won,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,
5597,C00353,Won,Won,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,
5594,C00238,New,Won,30000.0,0.0,-30000.0,PPRIV MEC,Private partnership - Patronage,L dans la Ville
5593,C00366,Won,Won,252.0,252.0,0.0,CAMP SAL,Campus - Room,
5592,C01194,Won,Won,1000.0,1000.0,0.0,PPUB,Public partnership,Sport
5589,C18270,Won,Won,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,
5586,C00369,Won,Won,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,
5585,C01254,Won,Won,1160.0,0.0,-1160.0,CAMP EVT,Campus - Event,
5584,C00602,Won,Won,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,
5582,C00366,Won,Won,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,
5580,C00072,Won,Won,230.5,230.5,0.0,CAMP TER,Campus - Field,
5579,C01605,Won,Won,3566.1,3566.1,0.0,CAMP EVT,Campus - Event,
5578,C18265,Won,Won,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,
5577,C09362,New,Won,6000.0,0.0,-6000.0,PPRIV EVNT,Private partnership - Event,
5576,C14618,Won,Won,4000.0,0.0,-4000.0,PPRIV EVNT,Private partnership - Event,
5575,C18258,New,Won,2000.0,0.0,-2000.0,PPRIV EVNT,Private partnership - Event,
5574,C18264,New,Won,4000.0,0.0,-4000.0,PPRIV EVNT,Private partnership - Event,
5573,C18263,New,Won,4000.0,0.0,-4000.0,PPRIV EVNT,Private partnership - Event,
5572,C00373,New,Won,4000.0,0.0,-4000.0,PPRIV EVNT,Private partnership - Event,
5571,C18262,New,Won,8000.0,0.0,-8000.0,PPRIV EVNT,Private partnership - Event,
5570,C07987,Won,Won,4000.0,0.0,-4000.0,PPRIV EVNT,Private partnership - Event,
5569,C16720,New,Won,4000.0,0.0,-4000.0,PPRIV EVNT,Private partnership - Event,
5568,C18261,New,Won,5000.0,0.0,-5000.0,PPRIV EVNT,Private partnership - Event,
5567,C18260,New,Won,2000.0,0.0,-2000.0,PPRIV EVNT,Private partnership - Event,
5566,C04580,New,Won,4000.0,0.0,-4000.0,PPRIV EVNT,Private partnership - Event,
5565,C18259,New,Won,4000.0,0.0,-4000.0,PPRIV EVNT,Private partnership - Event,
5564,C18258,New,Won,4000.0,0.0,-4000.0,PPRIV EVNT,Private partnership - Event,
5563,C00894,New,Won,4000.0,0.0,-4000.0,PPRIV EVNT,Private partnership - Event,
5562,C01445,New,Won,3000.0,0.0,-3000.0,PPUB,Public partnership,Non fléché
5561,C00694,Won,Won,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,
5560,C16572,Won,Won,4000.0,4000.0,0.0,PPRIV EVNT,Private partnership - Event,
5559,C10438,New,Won,5000.0,0.0,-5000.0,PPRIV EVNT,Private partnership - Event,
5558,C01271,New,Won,90000.0,30000.0,-60000.0,PPRIV MEC,Private partnership - Patronage,L dans la Ville
5556,C01261,Won,Won,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,
5555,C00387,Won,Won,4000.0,4000.0,0.0,PPRIV EVNT,Private partnership - Event,
5554,C00057,Won,Won,4000.0,4000.0,0.0,PPRIV EVNT,Private partnership - Event,
5553,C00367,Won,Won,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,
5552,C00673,New,Won,6000.0,0.0,-6000.0,PPRIV EVNT,Private partnership - Event,
5548,C01629,New,Won,4000.0,0.0,-4000.0,PPRIV EVNT,Private partnership - Event,
5546,C00683,New,Won,7000.0,0.0,-7000.0,PPRIV EVNT,Private partnership - Event,
5545,C18214,Won,Won,252.0,252.0,0.0,CAMP SAL,Campus - Room,
5528,C01230,Won,Won,4000.0,4000.0,0.0,PPRIV EVNT,Private partnership - Event,
5525,C01404,Won,Won,3000.0,3000.0,0.0,PPUB,Public partnership,Sport
5524,C09362,Won,Won,14000.0,14000.0,0.0,PPRIV EVNT,Private partnership - Event,
5523,C14772,Won,Won,3059.6,0.0,-3059.6,CAMP EVT,Campus - Event,
5517,C09362,Won,Won,14000.0,14000.0,0.0,PPRIV EVNT,Private partnership - Event,
5516,C00366,Won,Won,693.0,693.0,0.0,CAMP SAL,Campus - Room,
5515,C10328,Won,Won,2500.0,2500.0,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5514,C01672,Won,Won,415.8,415.8,0.0,CAMP SAL,Campus - Room,
5498,C00704,Won,Won,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,
5497,C00365,New,Won,7000.0,0.0,-7000.0,PPRIV EVNT,Private partnership - Event,
5495,C18099,Won,Won,25000.0,25000.0,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché
5494,C00875,Won,Won,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,
5492,C00094,Won,Won,14000.0,14000.0,0.0,PPRIV EVNT,Private partnership - Event,
5491,C01586,Won,Won,12000.0,12000.0,0.0,PPRIV EVNT,Private partnership - Event,
5490,C01586,Won,Won,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,
5489,C10307,Won,Won,6000.0,6000.0,0.0,PPRIV EVNT,Private partnership - Event,
5487,C01388,New,Won,263393.0,0.0,-263393.0,PPUB,Public partnership,Job dans la Ville
5485,C00392,New,Won,27943.0,0.0,-27943.0,PPRIV DONN,Private partnership - Donation in kind,Non fléché
5482,C17859,Won,Won,201.6,0.0,-201.6,CAMP SAL,Campus - Room,
5481,C00926,Won,Won,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,
5480,C00108,Won,Won,2474.0,2474.0,0.0,PPRIV EVNT,Private partnership - Event,
5479,C13119,Won,Won,453.6,0.0,-453.6,CAMP SAL,Campus - Room,
