Customer,Opportunity ID,Date,Paid minus Estimated,Stage,Status,Programme financé,Class,Amount,Estimated amount,Activity sector,City,Parent Business Account
C01334,2285,2021-04-15,0.0,Won,Won,,Campus - Room,1478.4,1478.4,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",PARIS,
C01334,2615,2021-10-12,0.0,Won,Won,,Campus - Room,96.0,96.0,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",PARIS,
C01337,4427,2022-12-19,,,,,,882.0,,"HEALTH - SOCIAL - Social, Associations, Foundations",LYON,
C01337,4427,2023-04-09,,,,,,2258.0,,"HEALTH - SOCIAL - Social, Associations, Foundations",LYON,
C01340,1783,2021-11-25,0.0,Won,Won,Job dans la Ville,Public partnership,7000.0,7000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",MARSEILLE,
C01341,1980,2021-09-03,309.60000000000036,Won,Won,,Campus - Event,5891.6,5582.0,"HR - RECRUITMENT - Recruitment agency, Interim, Training",LYON,
C01343,3644,2022-04-07,0.0,Won,Won,,Campus - Room,381.6,381.6,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C01349,3557,2022-12-02,,,,,,10000.0,,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LENS,
C01353,4153,2022-12-01,-5000.0,Won,Won,Job dans la Ville,Public partnership,15000.0,20000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01353,4153,2023-06-13,-15000.0,Won,Won,Job dans la Ville,Public partnership,5000.0,20000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01353,4262,2023-09-25,0.0,Won,Won,Non fléché,Public partnership,10319.0,10319.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01355,2517,2021-12-14,-245257.0,Won,New,Job dans la Ville,Public partnership,367887.0,613144.0,SECTEUR PUBLIC - Etat & ses établissements publics,MARSEILLE,
C01357,5347,2023-08-30,0.0,Won,Won,Non fléché,Public partnership,10000.0,10000.0,SECTEUR PUBLIC - Etat & ses établissements publics,AMIENS CEDEX 01,
C01360,2359,2021-06-01,0.0,Won,Won,Non fléché,Public partnership,800.0,800.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",ROMAINVILLE,
C01360,3869,2022-05-03,0.0,Won,Won,Non fléché,Public partnership,800.0,800.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",ROMAINVILLE,
C01366,5362,2023-07-07,0.0,Won,Won,,Private partnership - Event,1200.0,1200.0,"REAL ESTATE - Architecture, Real Estate",AIX-EN-PROVENCE,
C01367,2225,2021-06-01,0.0,Won,Won,,Private partnership - Apprenticeship tax,5320.35,5320.35,PUBLIC SECTOR - Other Public Partnership Structures,PARIS,
C01369,4789,2022-12-19,0.0,Won,Won,Non fléché,Private partnership - Patronage,262.0,262.0,PUBLIC SECTOR - Other Public Partnership Structures,PARIS,
C01371,2292,2021-09-21,211.14,Won,Won,,Campus - Room,859.14,648.0,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",MARSEILLE,
C01371,2304,2021-09-14,298.1999999999998,Won,Won,,Campus - Room,1150.1999999999998,852.0,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",MARSEILLE,
C01371,2601,2021-11-15,,,,,,2868.2400000000002,,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",MARSEILLE,
C01371,2985,2022-03-01,,,,,,1824.0,,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",MARSEILLE,
C01371,2987,2023-06-14,0.0,Won,Won,,Campus - Room,554.4,554.4,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",MARSEILLE,
C01371,3011,2021-11-16,368.22,Won,Won,,Campus - Room,572.22,204.0,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",MARSEILLE,
C01371,3949,2022-06-08,,,,,,1500.0,,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",MARSEILLE,
C01371,5180,2023-06-06,0.0,Won,Won,,Campus - Room,428.4,428.4,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",MARSEILLE,
C01373,2565,2022-01-10,0.0,Won,Won,,Campus - Room,764.4,764.4,"REAL ESTATE - Architecture, Real Estate",LYON CEDEX 03,
C01381,2531,2021-07-02,,,,,,6000.0,,"HR - RECRUITMENT - Recruitment agency, Interim, Training",LYON,
C01381,3802,2022-05-10,0.0,Won,Won,,Private partnership - Event,10500.0,10500.0,"HR - RECRUITMENT - Recruitment agency, Interim, Training",LYON,
C01382,4377,2022-09-29,0.0,Won,Won,,Campus - Room,168.48,168.48,"HR - RECRUITMENT - Recruitment agency, Interim, Training",MONTÉLIMAR,
C01385,1729,2021-09-30,-14100.0,Won,New,Non fléché,Public partnership,3900.0,18000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",MARSEILLE,
C01385,1729,2022-03-14,-15900.0,Won,New,Non fléché,Public partnership,2100.0,18000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",MARSEILLE,
C01385,1729,2022-11-23,-13200.0,Won,New,Non fléché,Public partnership,4800.0,18000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",MARSEILLE,
C01385,1953,2022-01-13,-3000.0,Won,Won,Job dans la Ville,Public partnership,12000.0,15000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",MARSEILLE,
C01385,1953,2022-10-03,-12000.0,Won,Won,Job dans la Ville,Public partnership,3000.0,15000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",MARSEILLE,
C01386,1579,2021-09-17,-48000.0,Won,Won,"Job dans la Ville, Entrepreneurs dans la Ville",Public partnership,12000.0,60000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01386,1698,2021-08-11,-12000.0,Won,Won,"Sport, Entrepreneurs dans la Ville",Public partnership,48000.0,60000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01386,1698,2022-10-20,-48000.0,Won,Won,"Sport, Entrepreneurs dans la Ville",Public partnership,12000.0,60000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01386,2610,2022-10-19,0.0,Won,Won,Job dans la Ville,Public partnership,20000.0,20000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01386,4436,2023-08-15,-6000.0,Won,New,Job dans la Ville,Public partnership,24000.0,30000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01386,4525,2022-10-19,0.0,Won,Won,Sport,Public partnership,20000.0,20000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01386,5887,2023-08-15,-3000.0,Won,New,Sport,Public partnership,12000.0,15000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01386,5888,2023-08-15,-3000.0,Won,New,Sport,Public partnership,12000.0,15000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01388,1863,2021-03-21,-241253.0,Won,Open,Job dans la Ville,Public partnership,643340.0,884593.0,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS,
C01388,1863,2022-03-21,-241253.0,Won,Open,Job dans la Ville,Public partnership,643340.0,884593.0,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS,
C01388,1863,2023-10-09,-643340.0,Won,Open,Job dans la Ville,Public partnership,241253.0,884593.0,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS,
C01388,1877,2022-06-24,-260084.96000000002,Won,New,Job dans la Ville,Public partnership,390128.04,650213.0,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS,
C01388,3844,2023-02-21,-222913.51,Won,New,Job dans la Ville,Public partnership,148686.75,371600.26,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS,
C01400,1852,2021-12-03,-251048.0,Won,Open,Job dans la Ville,Public partnership,107592.0,358640.0,SECTEUR PUBLIC - Etat & ses établissements publics,MARSEILLE,
C01400,1852,2023-06-05,-311065.0,Won,Open,Job dans la Ville,Public partnership,47575.0,358640.0,SECTEUR PUBLIC - Etat & ses établissements publics,MARSEILLE,
C01401,2276,2021-06-18,0.0,Won,Won,Non fléché,Public partnership,18000.0,18000.0,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,2314,2021-07-28,20000.0,Won,Won,"Sport, Job dans la Ville, L dans la Ville",Public partnership,20000.0,0.0,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,2320,2021-05-20,0.0,Won,Won,Non fléché,Public partnership,20000.0,20000.0,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,2360,2021-06-22,0.0,Won,Won,Non fléché,Public partnership,5000.0,5000.0,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,2470,2022-08-22,0.0,Won,Won,Non fléché,Public partnership,5000.0,5000.0,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,2471,2022-05-17,0.0,Won,Won,Non fléché,Public partnership,17000.0,17000.0,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,2472,2022-05-06,0.0,Won,Won,Non fléché,Public partnership,20000.0,20000.0,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,2473,2022-05-06,0.0,Won,Won,Non fléché,Public partnership,20000.0,20000.0,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,2840,2022-11-22,0.0,Won,Won,Non fléché,Public partnership,10000.0,10000.0,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,3676,2022-06-06,0.0,Won,Won,Job dans la Ville,Public partnership,3000.0,3000.0,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,4531,2023-07-20,,,,,,20000.0,,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,4532,2023-07-20,,,,,,20000.0,,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,4538,2023-05-03,,,,,,17000.0,,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,4539,2023-04-20,,,,,,5000.0,,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,4549,2023-07-24,,,,,,4000.0,,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,4658,2023-07-20,,,,,,10000.0,,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01401,5824,2023-07-04,0.0,Won,Won,Séjours et Camps,Public partnership,20000.0,20000.0,SECTEUR PUBLIC - Etat & ses établissements publics,BOBIGNY,
C01402,1674,2021-05-31,0.0,Won,Won,Job dans la Ville,Public partnership,125000.0,125000.0,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS CEDEX 15,
C01402,1675,2021-09-20,,,,,,15859.0,,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS CEDEX 15,
C01402,1675,2021-10-08,,,,,,9150.0,,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS CEDEX 15,
C01402,2315,2021-08-10,0.0,Won,Won,"Sport, Job dans la Ville, L dans la Ville",Public partnership,5000.0,5000.0,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS CEDEX 15,
C01402,2474,2022-06-16,0.0,Won,Won,Non fléché,Public partnership,5000.0,5000.0,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS CEDEX 15,
C01402,2474,2022-07-22,0.0,Won,Won,Non fléché,Public partnership,5000.0,5000.0,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS CEDEX 15,
C01402,2475,2022-06-29,0.0,Won,Won,Job dans la Ville,Public partnership,36600.0,36600.0,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS CEDEX 15,
C01402,2476,2022-04-28,0.0,Won,Won,Job dans la Ville,Public partnership,130000.0,130000.0,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS CEDEX 15,
C01402,4534,2023-09-21,,,,,,130000.0,,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS CEDEX 15,
C01402,4535,2023-05-26,,,,,,5000.0,,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS CEDEX 15,
C01402,5093,2022-12-19,0.0,Won,Won,L dans la Ville,Public partnership,20000.0,20000.0,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS CEDEX 15,
C01403,2625,2021-10-15,0.0,Won,Won,Non fléché,Public partnership,9000.0,9000.0,SECTEUR PUBLIC - Etat & ses établissements publics,MARSEILLE,
C01403,3516,2022-12-06,0.0,Won,Won,Non fléché,Public partnership,9000.0,9000.0,SECTEUR PUBLIC - Etat & ses établissements publics,MARSEILLE,
C01403,4550,2023-07-07,0.0,Won,Won,"Sport, Job dans la Ville",Public partnership,5000.0,5000.0,SECTEUR PUBLIC - Etat & ses établissements publics,MARSEILLE,
C01403,5744,2023-07-07,9000.0,Won,Won,"Sport, Job dans la Ville",Public partnership,18000.0,9000.0,SECTEUR PUBLIC - Etat & ses établissements publics,MARSEILLE,
C01404,1583,2021-11-10,-56000.0,Won,New,Non fléché,Public partnership,28500.0,84500.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01404,1583,2022-07-01,-56500.0,Won,New,Non fléché,Public partnership,28000.0,84500.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01404,1983,2021-08-09,0.0,Won,Won,Sport,Public partnership,9000.0,9000.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01404,2259,2021-08-06,0.0,Won,Won,Séjours et Camps,Public partnership,5000.0,5000.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01404,2994,2023-01-13,-14385.0,Won,New,Non fléché,Public partnership,7107.0,21492.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01404,2994,2023-06-30,-17938.0,Won,New,Non fléché,Public partnership,3554.0,21492.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01404,2994,2023-07-07,-19715.0,Won,New,Non fléché,Public partnership,1777.0,21492.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01404,2994,2023-08-11,-16161.0,Won,New,Non fléché,Public partnership,5331.0,21492.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01404,2994,2023-09-01,-14385.0,Won,New,Non fléché,Public partnership,7107.0,21492.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01404,3739,2022-07-01,0.0,Won,Won,Non fléché,Public partnership,25000.0,25000.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01404,3880,2023-06-30,-14385.0,Won,New,Non fléché,Public partnership,7107.0,21492.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01404,4514,2023-06-13,0.0,Won,Won,Non fléché,Public partnership,20000.0,20000.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01404,4515,2023-06-13,0.0,Won,Won,Non fléché,Public partnership,30000.0,30000.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01404,4516,2023-06-13,0.0,Won,Won,Non fléché,Public partnership,25000.0,25000.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01404,5525,2023-08-30,0.0,Won,Won,Sport,Public partnership,3000.0,3000.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01404,5791,2023-08-30,0.0,Won,Won,Sport,Public partnership,1900.0,1900.0,SECTEUR PUBLIC - Etat & ses établissements publics,LILLE CEDEX,
C01405,1857,2021-07-02,0.0,Won,Won,Sport,Public partnership,9000.0,9000.0,SECTEUR PUBLIC - Etat & ses établissements publics,ARRAS,
C01405,2996,2023-02-03,-12609.0,Won,New,Non fléché,Public partnership,8883.0,21492.0,SECTEUR PUBLIC - Etat & ses établissements publics,ARRAS,
C01405,2996,2023-03-24,-19715.0,Won,New,Non fléché,Public partnership,1777.0,21492.0,SECTEUR PUBLIC - Etat & ses établissements publics,ARRAS,
C01405,2996,2023-04-14,-19715.0,Won,New,Non fléché,Public partnership,1777.0,21492.0,SECTEUR PUBLIC - Etat & ses établissements publics,ARRAS,
C01405,2996,2023-07-07,-19715.0,Won,New,Non fléché,Public partnership,1777.0,21492.0,SECTEUR PUBLIC - Etat & ses établissements publics,ARRAS,
C01405,5236,2023-09-08,0.0,Won,Won,Non fléché,Public partnership,8000.0,8000.0,SECTEUR PUBLIC - Etat & ses établissements publics,ARRAS,
C01406,2369,2021-06-02,15000.0,Won,Won,Non fléché,Public partnership,30000.0,15000.0,SECTEUR PUBLIC - Etat & ses établissements publics,CERGY,
C01406,2370,2021-07-28,0.0,Won,Won,Non fléché,Public partnership,15000.0,15000.0,SECTEUR PUBLIC - Etat & ses établissements publics,CERGY,
C01406,2477,2022-06-02,0.0,Won,Won,Non fléché,Public partnership,15000.0,15000.0,SECTEUR PUBLIC - Etat & ses établissements publics,CERGY,
C01406,2478,2022-05-09,0.0,Won,Won,Non fléché,Public partnership,15000.0,15000.0,SECTEUR PUBLIC - Etat & ses établissements publics,CERGY,
C01406,4536,2023-03-27,0.0,Won,Won,Non fléché,Public partnership,15000.0,15000.0,SECTEUR PUBLIC - Etat & ses établissements publics,CERGY,
C01406,4541,2023-03-30,0.0,Won,Won,Non fléché,Public partnership,15000.0,15000.0,SECTEUR PUBLIC - Etat & ses établissements publics,CERGY,
C01406,4656,2023-04-19,0.0,Won,Won,Non fléché,Public partnership,7500.0,7500.0,SECTEUR PUBLIC - Etat & ses établissements publics,CERGY,
C01406,5923,2023-08-04,0.0,Won,Won,Séjours et Camps,Public partnership,5217.0,5217.0,SECTEUR PUBLIC - Etat & ses établissements publics,CERGY,
C01409,4060,2022-05-30,0.0,Won,Won,,Private partnership - Apprenticeship tax,3684.25,3684.25,AGRI-FOOD - Food,LYON,
C01412,1637,2021-10-15,-5896.5,Won,Won,Job dans la Ville,Public partnership,144103.5,150000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",SAINT-OUEN-SUR-SEINE,
C01412,1637,2022-02-01,0.0,Won,Won,Job dans la Ville,Public partnership,150000.0,150000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",SAINT-OUEN-SUR-SEINE,
C01412,1638,2021-10-15,-137334.77000000002,Won,Won,Job dans la Ville,Public partnership,144103.5,281438.27,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",SAINT-OUEN-SUR-SEINE,
C01412,1638,2023-07-14,-144103.50000000003,Won,Won,Job dans la Ville,Public partnership,137334.77,281438.27,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",SAINT-OUEN-SUR-SEINE,
C01412,1822,2021-04-26,0.0,Won,Won,L dans la Ville,Public partnership,8737.2,8737.2,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",SAINT-OUEN-SUR-SEINE,
C01412,2480,2022-11-21,0.0,Won,Won,Job dans la Ville,Public partnership,150000.0,150000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",SAINT-OUEN-SUR-SEINE,
C01412,4543,2023-07-14,,,,,,137334.77,,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",SAINT-OUEN-SUR-SEINE,
C01412,5922,2023-08-29,,,,,,150000.0,,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",SAINT-OUEN-SUR-SEINE,
C01421,2562,2021-10-07,,,,,,120.0,,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",LYON,
C01421,3890,2022-05-24,0.0,Won,Won,,Campus - Event,465.0,465.0,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",LYON,
C01421,3891,2022-06-30,,,,,,240.0,,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",LYON,
C01421,4187,2022-06-24,,,,,,225.0,,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",LYON,
C01421,4336,2022-09-08,0.0,Won,Won,,Campus - Field,240.0,240.0,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",LYON,
C01421,4791,2022-12-15,0.0,Won,Won,,Campus - Field,207.9,207.9,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",LYON,
C01423,3574,2022-03-18,0.0,Won,Won,,Campus - Room,1224.0,1224.0,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",FRANCHEVILLE,
C01424,1895,2021-05-12,0.0,Won,Won,,Private partnership - Apprenticeship tax,219.06,219.06,HOTEL - CATERING - TOURISM,LYON,
C01424,3515,2022-03-07,0.0,Won,Won,,Private partnership - Apprenticeship tax,250.6,250.6,HOTEL - CATERING - TOURISM,LYON,
C01430,1626,2021-06-17,-90000.0,Won,New,Non fléché,Public partnership,25000.0,115000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",BOBIGNY,
C01430,1626,2021-06-22,-95000.0,Won,New,Non fléché,Public partnership,20000.0,115000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",BOBIGNY,
C01430,1626,2022-11-30,-90000.0,Won,New,Non fléché,Public partnership,25000.0,115000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",BOBIGNY,
C01431,1668,2021-03-26,-135000.0,Won,Open,Non fléché,Public partnership,45000.0,180000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",BONDY,
C01431,1668,2022-01-01,-135000.0,Won,Open,Non fléché,Public partnership,45000.0,180000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",BONDY,
C01431,1668,2022-01-27,-135000.0,Won,Open,Non fléché,Public partnership,45000.0,180000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",BONDY,
C01431,3388,2021-03-26,0.0,Won,Won,,Public partnership,45000.0,45000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",BONDY,
C01438,2482,2021-12-17,0.0,Won,Won,Non fléché,Public partnership,12500.0,12500.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",DRANCY,
C01438,3675,2022-05-05,0.0,Won,Won,Job dans la Ville,Public partnership,2000.0,2000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",DRANCY,
C01438,4548,2022-11-11,0.0,Won,Won,Non fléché,Public partnership,15000.0,15000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",DRANCY,
C01438,4553,2023-04-27,,,,,,2000.0,,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",DRANCY,
C01438,5675,2023-04-24,,,,,,15000.0,,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",DRANCY,
C01439,1633,2021-07-30,,,,,,50000.0,,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",GONESSE,
C01439,1633,2022-07-22,,,,,,50000.0,,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",GONESSE,
C01439,1634,2021-07-30,,,,,,150000.0,,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",GONESSE,
C01439,1634,2022-07-22,,,,,,50000.0,,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",GONESSE,
C01439,4544,2023-05-17,,,,,,120000.0,,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",GONESSE,
C01442,1581,2021-08-12,-95000.0,Won,New,Sport,Public partnership,30000.0,125000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LENS CEDEX,
C01442,1581,2022-06-21,-95000.0,Won,New,Sport,Public partnership,30000.0,125000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LENS CEDEX,
C01442,1581,2023-07-21,-95000.0,Won,New,Sport,Public partnership,30000.0,125000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LENS CEDEX,
C01444,2275,2023-01-31,-120000.0,Won,New,Non fléché,Public partnership,5000.0,125000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",L'ÎLE-SAINT-DENIS,
C01444,4761,2022-10-24,,,,,,100.0,,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",L'ÎLE-SAINT-DENIS,
C01445,1785,2021-12-29,-50000.0,Won,New,"Sport, Job dans la Ville, L dans la Ville",Public partnership,15000.0,65000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01445,1785,2023-06-08,-55000.0,Won,New,"Sport, Job dans la Ville, L dans la Ville",Public partnership,10000.0,65000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01445,1785,2023-08-24,-55000.0,Won,New,"Sport, Job dans la Ville, L dans la Ville",Public partnership,10000.0,65000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01445,2831,2022-02-25,0.0,Won,Won,Non fléché,Public partnership,3000.0,3000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01445,3584,2022-05-30,0.0,Won,Won,Non fléché,Public partnership,2000.0,2000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",LILLE CEDEX,
C01453,1582,2021-06-02,-7500.0,Won,New,Non fléché,Public partnership,60000.0,67500.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",ROUBAIX,
C01453,2041,2021-06-02,-180000.0,Won,New,Non fléché,Public partnership,40000.0,220000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",ROUBAIX,
C01453,2041,2021-12-14,-210000.0,Won,New,Non fléché,Public partnership,10000.0,220000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",ROUBAIX,
C01453,2043,2021-06-02,-42000.0,Won,New,Non fléché,Public partnership,40000.0,82000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",ROUBAIX,
C01453,2043,2021-12-14,-77000.0,Won,New,Non fléché,Public partnership,5000.0,82000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",ROUBAIX,
C01453,2043,2023-06-16,-57001.0,Won,New,Non fléché,Public partnership,24999.0,82000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",ROUBAIX,
C01453,2612,2023-07-25,-541667.0,Won,New,"Sport, Job dans la Ville, L dans la Ville",Public partnership,8333.0,550000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",ROUBAIX,
C01453,3850,2022-12-21,-255000.0,Won,New,Non fléché,Public partnership,20000.0,275000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",ROUBAIX,
C01453,3850,2022-12-22,-270000.0,Won,New,Non fléché,Public partnership,5000.0,275000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",ROUBAIX,
C01453,3850,2023-07-25,-258334.0,Won,New,Non fléché,Public partnership,16666.0,275000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",ROUBAIX,
C01455,1669,2021-05-20,0.0,Won,Won,Non fléché,Public partnership,20000.0,20000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",SAINT-DENIS,
C01455,1669,2021-06-09,-10000.0,Won,Won,Non fléché,Public partnership,10000.0,20000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",SAINT-DENIS,
C01455,1669,2021-12-15,-10000.0,Won,Won,Non fléché,Public partnership,10000.0,20000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",SAINT-DENIS,
C01455,4458,2022-09-15,0.0,Won,Won,,Public partnership,10000.0,10000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",SAINT-DENIS,
C01455,4545,2023-04-20,0.0,Won,Won,Non fléché,Public partnership,10000.0,10000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",SAINT-DENIS,
