Customer,Opportunity ID,Date,Paid minus Estimated,Stage,Status,Programme financé,Class,Amount,Estimated amount,Activity sector,City,Parent Business Account
C00353,5597,2023-07-06,0.0,Won,Won,,Private partnership - Event,7000.0,7000.0,"LAW - ECONOMICS - MANAGEMENT - Law, justice",PARIS,
C00354,3627,2022-04-06,0.0,Won,Won,,Private partnership - Event,7000.0,7000.0,"HEALTH - SOCIAL - Social, Associations, Foundations",PARIS,
C00357,2566,2021-09-23,0.0,Won,Won,,Private partnership - Event,6000.0,6000.0,HOTEL - CATERING - TOURISM,LYON,
C00358,1431,2021-12-02,0.0,Won,Won,Job dans la Ville,Private partnership - Patronage,8000.0,8000.0,BTP - Construction,ELANCOURT,
C00358,2133,2021-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,738.0,738.0,BTP - Construction,ELANCOURT,
C00358,3266,2022-10-20,0.0,Won,Won,Job dans la Ville,Private partnership - Patronage,8000.0,8000.0,BTP - Construction,ELANCOURT,
C00358,4114,2022-05-31,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,98.0,98.0,BTP - Construction,ELANCOURT,
C00358,4116,2022-05-31,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,497.0,497.0,BTP - Construction,ELANCOURT,
C00358,4705,2023-09-15,0.0,Won,Won,Job dans la Ville,Private partnership - Patronage,8000.0,8000.0,BTP - Construction,ELANCOURT,
C00359,2661,2022-04-07,0.0,Won,Won,,Private partnership - Event,8000.0,8000.0,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",LYON,
C00359,4683,2023-01-06,0.0,Won,Won,,Private partnership - Event,10000.0,10000.0,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",LYON,
C00359,4890,2022-12-28,,,,,,20000.0,,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",LYON,
C00362,1931,2021-05-19,0.0,Won,Won,,Private partnership - Apprenticeship tax,2071.26,2071.26,AGRI-FOOD - Food,PARIS,
C00362,3997,2022-05-24,0.0,Won,Won,,Private partnership - Apprenticeship tax,2285.47,2285.47,AGRI-FOOD - Food,PARIS,
C00363,2018,2021-06-07,,,,,,5000.0,,"COMPUTING - TELECOM - Video games, Internet, E-Commerce",PARIS,
C00363,2913,2022-10-11,,,,,,10000.0,,"COMPUTING - TELECOM - Video games, Internet, E-Commerce",PARIS,
C00363,4378,2023-01-11,0.0,Won,Won,,Private partnership - Event,10000.0,10000.0,"COMPUTING - TELECOM - Video games, Internet, E-Commerce",PARIS,
C00365,1704,2021-04-28,0.0,Won,Won,,Private partnership - Apprenticeship tax,400.0,400.0,ARCHITECTURE - LANDSCAPE - URBAN PLANNING,PIERRE-BENITE,
C00365,2662,2022-04-11,0.0,Won,Won,,Private partnership - Event,8000.0,8000.0,ARCHITECTURE - LANDSCAPE - URBAN PLANNING,PIERRE-BENITE,
C00365,3834,2022-05-30,0.0,Won,Won,,Private partnership - Event,6000.0,6000.0,ARCHITECTURE - LANDSCAPE - URBAN PLANNING,PIERRE-BENITE,
C00365,4135,2022-06-14,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,400.0,400.0,ARCHITECTURE - LANDSCAPE - URBAN PLANNING,PIERRE-BENITE,
C00365,4784,2022-12-05,0.0,Won,Won,,Private partnership - Event,4000.0,4000.0,ARCHITECTURE - LANDSCAPE - URBAN PLANNING,PIERRE-BENITE,
C00366,1405,2021-07-16,0.0,Won,Won,Non fléché,Private partnership - Patronage,142000.0,142000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,1801,2021-07-16,0.0,Won,Won,,Private partnership - Event,8000.0,8000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,1802,2021-07-16,8000.0,Won,Won,Non fléché,Private partnership - Patronage,150000.0,142000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,1802,2022-06-03,0.0,Won,Won,Non fléché,Private partnership - Patronage,142000.0,142000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,1930,2021-07-06,0.0,Won,Won,,Campus - Room,1308.0,1308.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,2023,2021-06-30,0.0,Won,Won,,Campus - Room,446.4,446.4,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,2037,2021-05-21,0.0,Won,Won,,Private partnership - Apprenticeship tax,1866.56,1866.56,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,2168,2021-07-20,0.0,Won,Won,,Campus - Room,1320.0,1320.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,2273,2021-09-14,,,,,,1296.0,,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,2274,2021-09-15,,,,,,1044.0,,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,2291,2022-01-03,-264.0,Won,Won,,Campus - Room,1056.0,1320.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,2295,2021-09-15,0.0,Won,Won,,Campus - Room,792.0,792.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,2412,2022-06-01,0.0,Won,Won,,Private partnership - Event,8000.0,8000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,2437,2021-09-13,,,,,,2390.4,,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,2530,2021-12-17,,,,,,6000.0,,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,2642,2021-11-18,,,,,,1450.5,,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,2688,2021-11-17,,,,,,324.0,,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,2812,2022-01-13,,,,,,324.0,,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,3059,2021-12-21,0.0,Won,Won,,Private partnership - Apprenticeship tax,1259.0,1259.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,3341,2022-04-14,-330.0,Won,Won,,Campus - Room,660.0,990.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,3372,2022-05-10,1716.0,Won,Won,,Campus - Room,3696.0,1980.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,3442,2022-02-24,0.0,Won,Won,,Campus - Room,1911.0,1911.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,3737,2022-06-03,0.0,Won,Won,,Private partnership - Event,6000.0,6000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,3822,2022-05-03,,,,,,1290.0,,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,3828,2022-07-07,,,,,,408.0,,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,3862,2022-06-14,,,,,,1410.0,,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,3962,2022-07-06,,,,,,204.0,,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,3986,2022-06-14,0.0,Won,Won,,Campus - Room,307.2,307.2,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,4166,2023-01-02,0.0,Won,Won,,Campus - Room,324.0,324.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,4238,2022-05-25,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,1934.27,1934.27,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,4400,2023-01-02,0.0,Won,Won,,Campus - Room,214.2,214.2,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,4450,2022-09-22,,,,,,340.2,,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,4484,2023-09-14,,,,,,150000.0,,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,4730,2022-11-16,0.0,Won,Won,,Campus - Room,340.2,340.2,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,4736,2022-11-25,0.0,Won,Won,,Campus - Room,340.2,340.2,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,4741,2023-03-16,0.0,Won,Won,,Campus - Room,693.0,693.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,4802,2022-11-17,0.0,Won,Won,,Campus - Room,340.2,340.2,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,4969,2023-01-26,0.0,Won,Won,,Campus - Room,340.2,340.2,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,5169,2023-01-25,0.0,Won,Won,,Campus - Room,340.2,340.2,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,5393,2023-05-04,20.399999999999636,Won,Won,,Campus - Event,2700.7,2680.3,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,5516,2023-06-20,693.0,Won,Won,,Campus - Room,1386.0,693.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,5582,2023-05-17,0.0,Won,Won,,Private partnership - Event,7000.0,7000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00366,5593,2023-05-25,0.0,Won,Won,,Campus - Room,252.0,252.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00367,3872,2022-05-20,0.0,Won,Won,,Private partnership - Event,6000.0,6000.0,HEALTH - SOCIAL - Medical,VENISSIEUX,
C00367,5553,2023-04-20,0.0,Won,Won,,Private partnership - Event,7000.0,7000.0,HEALTH - SOCIAL - Medical,VENISSIEUX,
C00369,2522,2021-09-29,,,,,,6000.0,,"COMMERCE - Retail, Other retail, Crafts",LIMONEST,
C00369,3851,2022-05-18,0.0,Won,Won,,Private partnership - Event,12000.0,12000.0,"COMMERCE - Retail, Other retail, Crafts",LIMONEST,
C00369,5586,2023-04-21,0.0,Won,Won,,Private partnership - Event,7000.0,7000.0,"COMMERCE - Retail, Other retail, Crafts",LIMONEST,
C00370,1941,2021-05-24,0.0,Won,Won,,Private partnership - Apprenticeship tax,1000.0,1000.0,"MEDIA - ARTS - SPORTS - Audiovisual, Media, Publishing",NEUILLY,
C00370,2693,2022-02-14,0.0,Won,Won,,Private partnership - Event,10000.0,10000.0,"MEDIA - ARTS - SPORTS - Audiovisual, Media, Publishing",NEUILLY,
C00370,4189,2022-06-09,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,1000.0,1000.0,"MEDIA - ARTS - SPORTS - Audiovisual, Media, Publishing",NEUILLY,
C00370,4742,2023-01-24,0.0,Won,Won,,Private partnership - Event,10000.0,10000.0,"MEDIA - ARTS - SPORTS - Audiovisual, Media, Publishing",NEUILLY,
C00371,1620,2021-03-11,100000.0,Won,Won,Séjours et Camps,Private partnership - Patronage,200000.0,100000.0,AGRI-FOOD - Food,Chef-du-Pont,
C00371,2077,2021-06-01,0.0,Won,Won,,Private partnership - Apprenticeship tax,6200.0,6200.0,AGRI-FOOD - Food,Chef-du-Pont,
C00371,2267,2021-09-22,,,,,,3576.0,,AGRI-FOOD - Food,Chef-du-Pont,
C00371,2350,2021-09-20,0.0,Won,Won,,Campus - Event,3576.0,3576.0,AGRI-FOOD - Food,Chef-du-Pont,
C00371,4053,2022-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,6600.0,6600.0,AGRI-FOOD - Food,Chef-du-Pont,
C00373,1409,2022-01-03,,,,,,10000.0,,"COMMERCE - Retail, Other retail, Crafts",SAINT JEAN DE MOIRANS,
C00373,4201,2022-05-31,,,,,,2925.28,,"COMMERCE - Retail, Other retail, Crafts",SAINT JEAN DE MOIRANS,
C00374,2108,2021-05-27,0.0,Won,Won,,Private partnership - Apprenticeship tax,6000.0,6000.0,"INDUSTRIES - Fashion, Textiles, Leather, Clothing",PARIS,
C00374,4052,2022-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,7000.0,7000.0,"INDUSTRIES - Fashion, Textiles, Leather, Clothing",PARIS,
C00376,1814,2021-04-24,-2500.0,Won,Won,Non fléché,Private partnership - Patronage,2500.0,5000.0,"REAL ESTATE - Architecture, Real Estate",MARSEILLE,
C00376,1814,2022-01-20,-2500.0,Won,Won,Non fléché,Private partnership - Patronage,2500.0,5000.0,"REAL ESTATE - Architecture, Real Estate",MARSEILLE,
C00376,3060,2022-06-02,-2500.0,Won,Won,Sport,Private partnership - Patronage,2500.0,5000.0,"REAL ESTATE - Architecture, Real Estate",MARSEILLE,
C00376,3060,2022-12-22,2500.0,Won,Won,Sport,Private partnership - Patronage,7500.0,5000.0,"REAL ESTATE - Architecture, Real Estate",MARSEILLE,
C00376,4567,2023-09-21,2500.0,Won,New,Sport,Private partnership - Patronage,7500.0,5000.0,"REAL ESTATE - Architecture, Real Estate",MARSEILLE,
C00378,1396,2021-02-23,0.0,Won,Won,Job dans la Ville,Private partnership - Patronage,7500.0,7500.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",LYON,
C00382,4005,2022-05-24,0.0,Won,Won,,Private partnership - Apprenticeship tax,725.0,725.0,"INDUSTRIES - Fashion, Textiles, Leather, Clothing",PIERRE BENITE,
C00384,2032,2021-06-03,0.0,Won,Won,,Private partnership - Apprenticeship tax,500.0,500.0,"INDUSTRIES - Fashion, Textiles, Leather, Clothing",PIERRE BENITE,
C00384,3843,2022-11-25,,,,,,12000.0,,"INDUSTRIES - Fashion, Textiles, Leather, Clothing",PIERRE BENITE,
C00385,2064,2021-05-24,0.0,Won,Won,,Private partnership - Apprenticeship tax,2000.0,2000.0,"ARMY - SECURITY - Security, Surveillance",LYON,
C00385,4041,2022-05-26,,,,,,3000.0,,"ARMY - SECURITY - Security, Surveillance",LYON,
C00386,1961,2021-05-26,0.0,Won,Won,,Private partnership - Apprenticeship tax,5024.0,5024.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",PARIS,
C00386,3425,2022-02-18,0.0,Won,Won,,Private partnership - Apprenticeship tax,5921.0,5921.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",PARIS,
C00387,5555,2023-07-03,0.0,Won,Won,,Private partnership - Event,4000.0,4000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",PARIS,
C00389,1740,2021-05-21,0.0,Won,Won,,Private partnership - Event,6000.0,6000.0,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",ST GENIS LES OLLIERES,
C00389,2663,2022-04-11,0.0,Won,Won,,Private partnership - Event,8000.0,8000.0,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",ST GENIS LES OLLIERES,
C00389,3392,2022-03-04,,,,,,6000.0,,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",ST GENIS LES OLLIERES,
C00391,2680,2021-12-15,0.0,Won,Won,,Private partnership - Event,10000.0,10000.0,INDUSTRIES - Automotive,LA GARENNE COLOMBES,
C00391,4633,2022-01-31,0.0,Won,Won,,Private partnership - Event,10000.0,10000.0,INDUSTRIES - Automotive,LA GARENNE COLOMBES,
C00391,5343,2023-01-30,,,,,,10000.0,,INDUSTRIES - Automotive,LA GARENNE COLOMBES,
C00392,3533,2022-06-13,-5040.66,Won,Won,Non fléché,Private partnership - Patronage,5151.16,10191.82,"COMMERCE - Retail, Other retail, Crafts",ROUBAIX,
C00392,3533,2022-06-15,-9703.8,Won,Won,Non fléché,Private partnership - Patronage,488.02,10191.82,"COMMERCE - Retail, Other retail, Crafts",ROUBAIX,
C00392,3533,2022-06-23,-5571.82,Won,Won,Non fléché,Private partnership - Patronage,4620.0,10191.82,"COMMERCE - Retail, Other retail, Crafts",ROUBAIX,
C00392,5435,2023-06-19,,,,,,12501.52,,"COMMERCE - Retail, Other retail, Crafts",ROUBAIX,
C00392,5435,2023-06-20,,,,,,110.11,,"COMMERCE - Retail, Other retail, Crafts",ROUBAIX,
C00393,1689,2021-03-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,217.44,217.44,"INDUSTRIES - Desktop publishing, printing",CHAMPAGNE AU MONT D'OR,
C00393,4102,2022-06-14,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,194.42,194.42,"INDUSTRIES - Desktop publishing, printing",CHAMPAGNE AU MONT D'OR,
C00393,4103,2022-06-14,,,,,,47.48,,"INDUSTRIES - Desktop publishing, printing",CHAMPAGNE AU MONT D'OR,
C00394,2633,2021-10-21,-750.0,Won,Won,,Campus - Field,1500.0,2250.0,,Lyon,
C00394,3396,2022-02-10,,,,,,750.0,,,Lyon,
C00394,3547,2022-03-15,,,,,,1500.0,,,Lyon,
C00394,3867,2022-06-09,0.0,Won,Won,,Campus - Field,300.0,300.0,,Lyon,
C00394,4433,2022-09-09,,,,,,1600.0,,,Lyon,
C00394,4711,2022-10-18,,,,,,1600.0,,,Lyon,
C00396,90,2021-03-05,0.0,Won,Won,Non fléché,Private partnership - Patronage,2000.0,2000.0,"REAL ESTATE - Architecture, Real Estate",PARIS,
C00396,1608,2021-03-05,0.0,Won,Won,Non fléché,Private partnership - Patronage,2000.0,2000.0,"REAL ESTATE - Architecture, Real Estate",PARIS,
C00396,2468,2023-01-26,0.0,Won,Won,Non fléché,Private partnership - Patronage,2000.0,2000.0,"REAL ESTATE - Architecture, Real Estate",PARIS,
C00397,1473,2021-09-11,3626.7000000000116,Won,Won,,Campus - Event,116819.1,113192.4,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",LYON CEDEX 02,
C00397,1483,2021-02-23,0.0,Won,Won,,Private partnership - Apprenticeship tax,4936.62,4936.62,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",LYON CEDEX 02,
C00397,2045,2021-07-30,0.0,Won,Won,Entrepreneurs dans la Ville,Private partnership - Patronage,6000.0,6000.0,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",LYON CEDEX 02,
C00397,3514,2022-03-01,0.0,Won,Won,,Private partnership - Apprenticeship tax,2690.97,2690.97,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",LYON CEDEX 02,
C00397,4137,2022-05-31,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,750.0,750.0,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",LYON CEDEX 02,
C00397,4278,2022-09-10,86640.84,Won,Open,,Campus - Event,211123.44,124482.6,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",LYON CEDEX 02,
C00397,5822,2023-09-10,-52552.8,Won,Won,,Private partnership - Event,78829.2,131382.0,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",LYON CEDEX 02,
C00401,2223,2021-06-16,0.0,Won,Won,,Private partnership - Apprenticeship tax,263.5,263.5,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",SAINT ETIENNE,
C00401,4033,2022-06-14,0.0,Won,Won,,Private partnership - Apprenticeship tax,243.9,243.9,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",SAINT ETIENNE,
C00406,2075,2021-06-03,0.0,Won,Won,,Private partnership - Apprenticeship tax,1774.0,1774.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",SAINT PRIEST CEDEX,
C00406,4218,2022-06-02,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,1944.0,1944.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",SAINT PRIEST CEDEX,
C00407,1632,2021-02-24,0.0,Won,Won,,Private partnership - Event,3000.0,3000.0,"COMPUTING - TELECOM - Video games, Internet, E-Commerce",LYON,
C00407,2074,2021-05-28,0.0,Won,Won,,Private partnership - Apprenticeship tax,290.34,290.34,"COMPUTING - TELECOM - Video games, Internet, E-Commerce",LYON,
C00407,2664,2022-09-06,0.0,Won,Won,,Private partnership - Event,8000.0,8000.0,"COMPUTING - TELECOM - Video games, Internet, E-Commerce",LYON,
C00407,3795,2022-06-30,0.0,Won,Won,,Campus - Event,6287.0,6287.0,"COMPUTING - TELECOM - Video games, Internet, E-Commerce",LYON,
C00407,3937,2022-05-19,0.0,Won,Won,,Private partnership - Apprenticeship tax,218.1,218.1,"COMPUTING - TELECOM - Video games, Internet, E-Commerce",LYON,
C00407,4363,2022-09-20,,,,,,3745.0,,"COMPUTING - TELECOM - Video games, Internet, E-Commerce",LYON,
C00409,1546,2021-07-21,0.0,Won,Won,,Private partnership - Event,3000.0,3000.0,"COMMUNICATION - Marketing, Advertising, Communication",NEUILLY,
C00409,2130,2021-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,5000.0,5000.0,"COMMUNICATION - Marketing, Advertising, Communication",NEUILLY,
C00409,3952,2022-07-08,0.0,Won,Won,,Private partnership - Event,10000.0,10000.0,"COMMUNICATION - Marketing, Advertising, Communication",NEUILLY,
C00413,1760,2021-09-16,0.0,Won,Won,Job dans la Ville,Private partnership - Patronage,500000.0,500000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",PARIS,
C00413,5344,2023-08-23,-500000.0,Won,New,Job dans la Ville,Private partnership - Patronage,500000.0,1000000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",PARIS,
C00416,2730,2021-11-02,0.0,Won,Won,,Private partnership - Event,1500.0,1500.0,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",MARCQ EN BAROEUL CEDEX,
C00416,4439,2022-10-05,0.0,Won,Won,,Private partnership - Event,1500.0,1500.0,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",MARCQ EN BAROEUL CEDEX,
C00416,4439,2022-10-06,0.0,Won,Won,,Private partnership - Event,1500.0,1500.0,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",MARCQ EN BAROEUL CEDEX,
C00416,4626,2022-11-17,0.0,Won,Won,,Private partnership - Event,500.0,500.0,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",MARCQ EN BAROEUL CEDEX,
C00416,4980,2022-12-19,0.0,Won,Won,Non fléché,Private partnership - Patronage,200.0,200.0,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",MARCQ EN BAROEUL CEDEX,
C00418,1966,2021-06-22,0.0,Won,Won,,Campus - Room,1050.2,1050.2,TRANSPORT - Passenger transport,LYON,
C00418,2200,2021-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,5000.0,5000.0,TRANSPORT - Passenger transport,LYON,
C00418,4111,2022-05-31,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,7000.0,7000.0,TRANSPORT - Passenger transport,LYON,
C00418,5627,2023-06-18,3180.0,Won,Won,,Campus - Event,6360.0,3180.0,TRANSPORT - Passenger transport,LYON,
C00420,1456,2021-10-08,-10000.0,Won,Won,Entrepreneurs dans la Ville,Private partnership - Patronage,10000.0,20000.0,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",LYON CEDEX 09,
C00420,1456,2022-07-21,-10000.0,Won,Won,Entrepreneurs dans la Ville,Private partnership - Patronage,10000.0,20000.0,"BUSINESS ADMINISTRATION - Consulting, Audit, Accounting",LYON CEDEX 09,
C00421,1433,2021-04-01,35000.0,Won,Won,Séjours et Camps,Private partnership - Patronage,70000.0,35000.0,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",PARIS,
C00421,4257,2022-12-21,0.0,Won,Won,Séjours et Camps,Private partnership - Patronage,35000.0,35000.0,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",PARIS,
C00421,4511,2022-09-15,0.0,Won,Won,Sport,Private partnership - Patronage,3500.0,3500.0,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",PARIS,
C00421,4607,2023-09-27,,,,,,35000.0,,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",PARIS,
C00422,2414,2021-11-02,,,,,,2000.0,,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS,
C00422,2414,2021-12-24,,,,,,6000.0,,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS,
C00422,4486,2022-11-17,,,,,,2000.0,,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS,
C00422,4486,2023-02-27,,,,,,8000.0,,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS,
C00422,4486,2023-02-28,,,,,,6000.0,,SECTEUR PUBLIC - Etat & ses établissements publics,PARIS,
C00423,1977,2021-05-26,0.0,Won,Won,,Private partnership - Apprenticeship tax,15000.0,15000.0,,Non renseigné,
C00423,3976,2022-05-20,0.0,Won,Won,,Private partnership - Apprenticeship tax,12000.0,12000.0,,Non renseigné,
C00428,4331,2022-07-18,0.0,Won,Won,Séjours et Camps,Private partnership - Patronage,30000.0,30000.0,"INDUSTRIES - Fashion, Textiles, Leather, Clothing",PARIS,
C00434,1474,2021-02-01,-12000.0,Won,Won,L dans la Ville,Private partnership - Patronage,18000.0,30000.0,"HEALTH - SOCIAL - Social, Associations, Foundations",LONDON,
C00434,1474,2021-08-30,-18000.0,Won,Won,L dans la Ville,Private partnership - Patronage,12000.0,30000.0,"HEALTH - SOCIAL - Social, Associations, Foundations",LONDON,
C00434,2426,2022-02-02,-12000.0,Won,Won,L dans la Ville,Private partnership - Patronage,18000.0,30000.0,"HEALTH - SOCIAL - Social, Associations, Foundations",LONDON,
C00434,2426,2022-09-08,-18000.0,Won,Won,L dans la Ville,Private partnership - Patronage,12000.0,30000.0,"HEALTH - SOCIAL - Social, Associations, Foundations",LONDON,
C00439,4057,2022-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,1235.88,1235.88,HOTEL - CATERING - TOURISM,LYON,
C00442,1418,2021-04-28,,,,,,10000.0,,"MEDIA - ARTS - SPORTS - Audiovisual, Media, Publishing",BOULOGNE-BILLANCOURT,
C00446,1538,2021-03-18,0.0,Won,Won,,Private partnership - Apprenticeship tax,613.0,613.0,HEALTH - SOCIAL - Medical,NEYRON,
C00451,3906,2022-07-28,-20000.0,Won,New,Sport,Private partnership - Patronage,10000.0,30000.0,ARCHITECTURE - LANDSCAPE - URBAN PLANNING,RIEUX CEDEX,
C00451,3906,2023-10-06,-20000.0,Won,New,Sport,Private partnership - Patronage,10000.0,30000.0,ARCHITECTURE - LANDSCAPE - URBAN PLANNING,RIEUX CEDEX,
C00451,4295,2022-07-28,-30000.0,Won,New,Job dans la Ville,Private partnership - Patronage,15000.0,45000.0,ARCHITECTURE - LANDSCAPE - URBAN PLANNING,RIEUX CEDEX,
C00451,4295,2023-10-06,-30000.0,Won,New,Job dans la Ville,Private partnership - Patronage,15000.0,45000.0,ARCHITECTURE - LANDSCAPE - URBAN PLANNING,RIEUX CEDEX,
C00452,2127,2021-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,1000.0,1000.0,MAINTENANCE - HYGIENE - BEAUTY,CLICHY,
C00452,4244,2022-06-16,0.0,Won,Won,,Private partnership - Apprenticeship tax,2000.0,2000.0,MAINTENANCE - HYGIENE - BEAUTY,CLICHY,
C00459,3668,2022-04-06,,,,,,20000.0,,,PARIS,
C00459,5787,2023-06-13,,,,,,20000.0,,,PARIS,
