Opportunity ID,Business Account,Contact ID,Estimated Close Date,Status,Stage,Probability,Estimated amount,Amount received,Difference,Class ID,Class,Programme financé,Agreement,Created On,Last Modified Date,Actual Close Date,Assignment Date
6350,C20132,47055.0,2023-10-10 00:00:00.000,New,Oral agreement,80,50.0,0.0,-50.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-10 11:49:32.037,2023-10-10 11:50:22.400,,2023-10-10 11:48:32.283
6349,C21530,,2023-10-10 00:00:00.000,New,Initial Prospect,20,25000.0,0.0,-25000.0,PPUB,Public partnership,Non fléché,False,2023-10-10 11:36:37.633,2023-10-10 11:36:37.633,,2023-10-10 11:35:27.313
6348,C21529,,2023-10-10 00:00:00.000,New,Initial Prospect,20,150000.0,0.0,-150000.0,PPUB,Public partnership,Sport,False,2023-10-10 11:31:24.740,2023-10-10 11:31:24.740,,2023-10-10 11:29:29.593
6347,C21528,,2023-10-10 00:00:00.000,New,Initial Prospect,20,100000.0,0.0,-100000.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-10 11:22:50.397,2023-10-10 11:22:50.397,,2023-10-10 11:21:43.283
6346,C00510,36067.0,2023-11-10 00:00:00.000,New,Won,100,1047.81,0.0,-1047.81,PPRIV MEC,Private partnership - Patronage,Sport,False,2023-10-10 11:19:22.300,2023-10-10 11:19:22.300,,2023-10-10 10:56:34.473
6345,C01325,,2023-10-10 00:00:00.000,New,Initial Prospect,20,200000.0,0.0,-200000.0,PPUB,Public partnership,Non fléché,False,2023-10-10 11:11:40.850,2023-10-10 11:11:40.850,,2023-10-10 11:07:47.637
6344,C21527,,2023-10-10 00:00:00.000,New,Initial Prospect,20,50000.0,0.0,-50000.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-10 11:02:56.277,2023-10-10 11:02:56.277,,2023-10-10 11:01:51.610
6343,C21525,,2023-10-10 00:00:00.000,New,Initial Prospect,20,30000.0,0.0,-30000.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-10 10:59:11.537,2023-10-10 10:59:11.537,,2023-10-10 10:57:52.497
6342,C20129,47052.0,2023-10-10 00:00:00.000,New,Oral agreement,80,100.0,0.0,-100.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-10 10:43:24.270,2023-10-10 10:44:11.930,,2023-10-10 10:42:12.977
6341,C20131,47054.0,2023-10-10 00:00:00.000,New,Oral agreement,80,50.0,0.0,-50.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-10 10:36:19.530,2023-10-10 10:37:06.347,,2023-10-10 10:35:14.327
6340,C19428,46826.0,2023-10-10 00:00:00.000,New,Oral agreement,80,150.0,0.0,-150.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-10 10:19:57.280,2023-10-10 10:20:42.953,,2023-10-10 10:19:03.473
6339,C19425,46822.0,2023-10-10 00:00:00.000,New,Oral agreement,80,100.0,0.0,-100.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-10 10:13:09.803,2023-10-10 10:14:05.547,,2023-10-10 10:11:59.193
6338,C00366,37931.0,2023-11-15 00:00:00.000,Won,Won,100,756.0,0.0,-756.0,CAMP SAL,Campus - Room,,,2023-10-10 10:08:47.680,2023-10-10 11:18:18.663,2023-10-10 00:00:00.000,2023-10-10 10:07:16.487
6337,C21059,47414.0,2023-10-10 00:00:00.000,New,Oral agreement,80,500.0,0.0,-500.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-10 10:02:21.140,2023-10-10 10:03:06.533,,2023-10-10 10:01:23.923
6336,C20116,47039.0,2023-10-10 00:00:00.000,New,Oral agreement,80,300.0,0.0,-300.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-10 09:55:08.303,2023-10-10 09:55:53.153,,2023-10-10 09:54:06.750
6335,C21050,47401.0,2023-10-10 00:00:00.000,New,Oral agreement,80,20.0,0.0,-20.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-10 09:48:27.417,2023-10-10 09:49:12.417,,2023-10-10 09:47:24.097
6334,C18725,46559.0,2023-10-10 00:00:00.000,New,Oral agreement,80,50.0,0.0,-50.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-10 09:37:54.577,2023-10-10 09:38:37.247,,2023-10-10 09:37:00.743
6333,C21051,47402.0,2023-10-10 00:00:00.000,New,Oral agreement,80,40.0,0.0,-40.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-10 09:31:06.403,2023-10-10 09:31:46.377,,2023-10-10 09:29:55.567
6332,C20130,47053.0,2023-10-10 00:00:00.000,New,Oral agreement,80,100.0,0.0,-100.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-10 09:24:08.700,2023-10-10 09:24:54.953,,2023-10-10 09:22:53.720
6331,C21049,47400.0,2023-10-10 00:00:00.000,New,Oral agreement,80,10.0,0.0,-10.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-10 09:03:32.783,2023-10-10 09:04:38.133,,2023-10-10 09:02:10.773
6330,C01326,41079.0,2023-10-10 00:00:00.000,New,Oral agreement,80,200000.0,0.0,-200000.0,PPUB,Public partnership,Sport,False,2023-10-10 07:42:54.330,2023-10-10 07:42:54.330,,2023-10-10 07:39:41.537
6329,C00340,47653.0,2024-01-04 00:00:00.000,New,Won,100,10000.0,0.0,-10000.0,PPRIV EVNT,Private partnership - Event,,,2023-10-09 16:43:54.827,2023-10-09 17:52:03.287,,2023-10-09 16:42:43.453
6328,C19421,46818.0,2023-10-09 00:00:00.000,New,Oral agreement,80,100.0,0.0,-100.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-09 15:50:47.883,2023-10-10 08:48:08.663,,2023-10-09 15:49:45.073
6327,C21064,47420.0,2023-10-09 00:00:00.000,New,Oral agreement,80,10.0,0.0,-10.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-09 15:43:30.797,2023-10-09 15:44:32.660,,2023-10-09 15:42:24.897
6326,C21061,47416.0,2023-10-09 00:00:00.000,New,Oral agreement,80,10.0,0.0,-10.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-09 15:37:11.960,2023-10-09 15:37:55.340,,2023-10-09 15:36:15.170
6325,C19414,46810.0,2023-10-09 00:00:00.000,New,Oral agreement,80,100.0,0.0,-100.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-09 15:30:40.043,2023-10-09 15:30:44.620,,2023-10-09 15:29:19.550
6324,C20135,47058.0,2023-10-09 00:00:00.000,New,Oral agreement,80,20.0,0.0,-20.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-09 15:23:03.373,2023-10-09 15:23:52.707,,2023-10-09 15:21:54.083
6323,C20138,47061.0,2023-10-09 00:00:00.000,New,Oral agreement,80,100.0,0.0,-100.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-10-09 15:17:20.357,2023-10-09 15:17:28.550,,2023-10-09 15:16:23.550
