Opportunity ID,Business Account,Contact ID,Estimated Close Date,Status,Stage,Probability,Estimated amount,Amount received,Difference,Class ID,Class,Programme financé,Agreement,Created On,Last Modified Date,Actual Close Date,Assignment Date
5479,C13119,44223.0,2023-04-24 00:00:00.000,Won,Won,100,453.6,0.0,-453.6,CAMP SAL,Campus - Room,,,2023-04-06 14:54:14.033,2023-09-25 18:26:47.270,2023-04-21 00:00:00.000,2023-04-06 14:53:18.277
5478,C13140,,2023-04-06 00:00:00.000,Won,Initial Prospect,40,56.0,56.0,0.0,CAMP TER,Campus - Field,,,2023-04-06 13:09:11.273,2023-04-11 10:10:50.020,2023-04-11 00:00:00.000,2023-04-06 13:07:42.030
5477,C00137,,2023-04-06 00:00:00.000,Won,Initial Prospect,40,650.0,650.0,0.0,CAMP TER,Campus - Field,,,2023-04-06 13:02:39.283,2023-04-18 15:43:00.170,2023-04-18 00:00:00.000,2023-04-06 13:00:35.303
5476,C00625,44749.0,2023-04-06 00:00:00.000,Won,Won,100,6000.0,6000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-06 10:06:41.783,2023-05-30 15:55:35.737,2023-05-30 00:00:00.000,2023-04-06 10:04:18.763
5475,C00340,46137.0,2023-06-16 00:00:00.000,Won,Won,100,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-05 17:41:02.967,2023-05-02 15:08:27.957,2023-05-02 00:00:00.000,2023-04-05 17:40:11.707
5474,C17799,,2023-04-05 00:00:00.000,Won,Oral agreement,80,0.0,0.0,0.0,PPRIV MEC,Private partnership - Patronage,Séjours et Camps,False,2023-04-05 16:58:33.390,2023-06-26 11:01:23.583,2023-06-26 00:00:00.000,2023-04-05 16:56:58.127
5473,C00885,,2023-04-05 00:00:00.000,New,Won,100,100000.0,0.0,-100000.0,PPRIV MEC,Private partnership - Patronage,Non fléché,True,2023-04-05 15:20:23.170,2023-09-29 17:54:24.997,,2023-04-05 15:19:32.517
5470,C01198,46261.0,2023-04-04 00:00:00.000,Won,Won,100,3000.0,3000.0,0.0,PPUB,Public partnership,Réussite dans la Ville,True,2023-04-04 09:59:26.813,2023-08-04 14:57:51.700,2023-06-07 00:00:00.000,2023-04-04 09:56:55.953
5469,C00732,36408.0,2023-06-16 00:00:00.000,Won,Won,100,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 17:03:56.693,2023-05-02 15:08:40.820,2023-05-02 00:00:00.000,2023-04-03 17:02:38.753
5468,C17789,,2023-06-16 00:00:00.000,Won,Won,100,14000.0,14000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 17:00:19.693,2023-05-30 15:55:46.740,2023-05-30 00:00:00.000,2023-04-03 16:57:56.500
5467,C10439,46256.0,2023-06-16 00:00:00.000,Won,Won,100,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 16:53:39.420,2023-06-26 11:01:37.613,2023-06-26 00:00:00.000,2023-04-03 16:51:33.987
5466,C10438,43086.0,2023-06-16 00:00:00.000,Won,Won,100,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 16:48:58.300,2023-05-02 15:08:52.930,2023-05-02 00:00:00.000,2023-04-03 16:47:04.893
5465,C17788,46255.0,2023-06-16 00:00:00.000,Won,Won,100,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 16:44:03.977,2023-10-11 09:39:47.170,2023-10-11 00:00:00.000,2023-04-03 16:41:20.020
5464,C17787,46253.0,2023-06-16 00:00:00.000,Won,Won,100,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 16:39:50.037,2023-10-11 09:40:17.230,2023-10-11 00:00:00.000,2023-04-03 16:37:15.340
5463,C10438,46251.0,2023-06-16 00:00:00.000,Won,Won,100,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 16:31:48.080,2023-09-11 11:39:11.850,2023-09-11 00:00:00.000,2023-04-03 16:31:17.453
5462,C10437,46250.0,2023-06-16 00:00:00.000,Won,Won,100,10000.0,10000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 16:27:36.327,2023-09-11 11:39:26.037,2023-09-11 00:00:00.000,2023-04-03 16:27:18.723
5461,C10396,42993.0,2023-08-31 00:00:00.000,Won,Won,100,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 16:22:46.710,2023-09-11 11:39:40.303,2023-09-11 00:00:00.000,2023-04-03 16:21:41.567
5460,C10440,46249.0,2023-06-16 00:00:00.000,Won,Won,100,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 16:18:18.273,2023-06-26 11:01:51.390,2023-06-26 00:00:00.000,2023-04-03 16:17:19.227
5459,C15657,46248.0,2023-06-16 00:00:00.000,Won,Won,100,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 16:11:48.940,2023-09-11 11:39:53.807,2023-09-11 00:00:00.000,2023-04-03 16:11:37.780
5458,C00140,46247.0,2023-06-16 00:00:00.000,Won,Won,100,14000.0,14000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 16:06:59.500,2023-05-24 10:22:24.037,2023-05-24 00:00:00.000,2023-04-03 16:06:35.970
5457,C17784,46246.0,2023-06-16 00:00:00.000,New,Won,100,5000.0,0.0,-5000.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 16:03:26.680,2023-04-03 18:15:15.260,,2023-04-03 16:02:50.090
5456,C01786,39158.0,2023-06-16 00:00:00.000,Won,Won,100,14000.0,14000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 15:47:00.267,2023-06-26 11:02:05.157,2023-06-26 00:00:00.000,2023-04-03 15:46:43.177
5455,C17783,46244.0,2023-06-16 00:00:00.000,Won,Won,100,14000.0,14000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 15:44:26.287,2023-05-02 15:09:18.683,2023-05-02 00:00:00.000,2023-04-03 15:43:32.010
5454,C00562,,2023-06-16 00:00:00.000,Won,Won,100,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 15:37:08.783,2023-09-11 11:40:07.867,2023-09-11 00:00:00.000,2023-04-03 15:36:30.013
5453,C17782,46242.0,2023-04-03 00:00:00.000,Won,Won,100,14000.0,14000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 15:32:35.680,2023-05-30 15:55:58.797,2023-05-30 00:00:00.000,2023-04-03 15:30:55.307
5451,C00209,,2023-04-03 00:00:00.000,Won,Oral agreement,100,4850.0,4850.0,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-04-03 15:18:13.530,2023-09-11 11:40:21.720,2023-09-11 00:00:00.000,2023-04-03 15:17:30.000
5450,C17780,46238.0,2023-06-16 00:00:00.000,Won,Won,100,28000.0,28000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 15:17:52.020,2023-04-18 15:43:12.510,2023-04-18 00:00:00.000,2023-04-03 15:17:42.157
5449,C17779,46236.0,2023-06-16 00:00:00.000,Won,Won,100,21000.0,21000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 15:13:33.917,2023-04-18 15:43:34.087,2023-04-18 00:00:00.000,2023-04-03 15:13:03.750
5448,C17778,46234.0,2023-04-03 00:00:00.000,Won,Oral agreement,100,9700.0,9700.0,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-04-03 15:11:46.127,2023-09-11 11:40:36.427,2023-09-11 00:00:00.000,2023-04-03 15:01:55.523
5446,C01586,42645.0,2023-06-16 00:00:00.000,Won,Won,100,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 14:43:12.440,2023-05-30 15:57:16.133,2023-05-30 00:00:00.000,2023-04-03 14:42:40.387
5445,C01586,42645.0,2023-06-16 00:00:00.000,Won,Won,100,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 14:38:12.213,2023-05-30 15:57:29.583,2023-05-30 00:00:00.000,2023-04-03 14:36:34.177
5444,C00208,35658.0,2023-04-25 00:00:00.000,Won,Won,100,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 14:33:34.413,2023-05-02 15:09:30.073,2023-05-02 00:00:00.000,2023-04-03 14:32:55.567
5443,C00138,46230.0,2023-06-16 00:00:00.000,Won,Won,100,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 14:28:09.033,2023-10-11 09:40:34.043,2023-10-11 00:00:00.000,2023-04-03 14:26:28.253
5442,C17777,,2023-04-03 00:00:00.000,Won,Oral agreement,100,1000.0,1000.0,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-04-03 14:24:54.727,2023-04-11 10:10:35.390,2023-04-11 00:00:00.000,2023-04-03 14:23:30.517
5441,C00044,43850.0,2023-06-16 00:00:00.000,Won,Won,100,7000.0,7000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 14:22:33.093,2023-10-11 09:40:49.837,2023-10-11 00:00:00.000,2023-04-03 14:20:26.643
5440,C17776,,2023-04-03 00:00:00.000,Won,Won,100,10000.0,10000.0,0.0,PPRIV MEC,Private partnership - Patronage,Sport,False,2023-04-03 12:00:05.350,2023-08-04 14:57:52.003,2023-04-11 00:00:00.000,2023-04-03 11:57:19.193
5439,C00226,37913.0,2023-04-03 00:00:00.000,Won,Won,100,6000.0,6000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-04-03 09:56:09.610,2023-07-05 10:58:08.387,2023-05-30 00:00:00.000,2023-04-03 09:53:24.857
5438,C01224,46219.0,2023-08-01 00:00:00.000,New,Lost,0,4000.0,0.0,-4000.0,PPRIV EVNT,Private partnership - Event,,,2023-03-31 17:43:32.880,2023-07-24 16:42:35.010,,2023-03-31 17:43:22.253
5437,C17752,46214.0,2023-03-31 00:00:00.000,Won,Oral agreement,100,200.0,200.0,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-03-31 14:27:41.560,2023-04-18 15:43:47.290,2023-04-18 00:00:00.000,2023-03-31 14:26:30.307
5436,C17751,46206.0,2023-05-23 00:00:00.000,Won,Won,100,5000.0,5000.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-03-31 14:05:04.993,2023-06-26 11:02:18.127,2023-06-26 00:00:00.000,2023-03-31 14:02:57.587
5435,C00392,35913.0,2023-06-19 00:00:00.000,Won,Oral agreement,100,12611.63,12611.63,0.0,PPRIV MEC,Private partnership - Patronage,Non fléché,False,2023-03-30 15:20:37.730,2023-08-04 14:57:52.320,2023-06-26 00:00:00.000,2023-03-30 15:19:03.703
5434,C17750,46199.0,2023-04-28 00:00:00.000,Won,Won,100,3500.0,3500.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-03-30 12:26:46.100,2023-05-02 15:09:41.960,2023-05-02 00:00:00.000,2023-03-30 12:25:41.410
5433,C17750,46198.0,2023-04-28 00:00:00.000,Won,Won,100,3500.0,3500.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-03-30 12:25:29.737,2023-05-02 15:09:53.457,2023-05-02 00:00:00.000,2023-03-30 12:24:17.720
5432,C17750,46197.0,2023-04-28 00:00:00.000,Won,Won,100,3500.0,3500.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-03-30 12:24:02.977,2023-05-02 15:10:05.370,2023-05-02 00:00:00.000,2023-03-30 12:23:21.907
5431,C17750,46196.0,2023-04-28 00:00:00.000,Won,Won,100,3500.0,3500.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-03-30 12:22:04.013,2023-05-30 15:58:34.347,2023-05-30 00:00:00.000,2023-03-30 12:21:46.160
5430,C14201,46192.0,2023-08-01 00:00:00.000,New,Won,100,4000.0,0.0,-4000.0,PPRIV EVNT,Private partnership - Event,,,2023-03-30 09:38:57.573,2023-03-30 10:57:50.300,,2023-03-30 09:38:20.127
5429,C01594,,2023-03-30 00:00:00.000,Won,Won,100,0.0,0.0,0.0,PPRIV EVNT,Private partnership - Event,,,2023-03-30 09:06:54.293,2023-04-03 14:48:59.267,2023-04-03 00:00:00.000,2023-03-30 09:05:10.577
5428,C01892,46190.0,2023-05-12 00:00:00.000,Won,Initial Prospect,40,715.0,715.0,0.0,CAMP TER,Campus - Field,,,2023-03-29 17:10:31.840,2023-05-30 15:59:02.453,2023-05-30 00:00:00.000,2023-03-29 17:07:53.067
